zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
92804,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92805,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92802,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92803,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92801,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
90620,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
90621,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92870,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92825,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92899,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
90630,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92815,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92814,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92817,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92816,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92812,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92840,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92841,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92832,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
90680,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92868,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92865,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92867,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
92850,590,City of Anaheim - (CA),CA,Bundled,Municipal,0.15478114968243145,0.12526239512798,0.15124565304144574
99524,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99522,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99599,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99518,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99515,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99514,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99517,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99510,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99513,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99520,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99530,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99508,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99509,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99506,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99507,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99504,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99505,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99502,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99503,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99501,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
99529,599,Anchorage Municipal Light and Power,AK,Bundled,Municipal,0.13592334131861264,0,0.1679739461492592
36420,604,City of Andalusia,AL,Bundled,Municipal,0.12737065695645577,0.059583035710556106,0.12209329527909044
36421,604,City of Andalusia,AL,Bundled,Municipal,0.12737065695645577,0.059583035710556106,0.12209329527909044
46013,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
46014,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
46015,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
46016,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
46017,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
46011,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
46012,636,City of Anderson - (IN),IN,Bundled,Municipal,0.08465660731484453,0.07431682696843231,0.13110156028555797
55092,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55014,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55011,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55013,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55303,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55304,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55308,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55025,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
56329,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55330,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55398,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
56379,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55073,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55070,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55365,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55362,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55585,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55581,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55008,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55005,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55316,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55319,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55588,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55589,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55587,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55582,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55580,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55586,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55584,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55433,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55434,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55377,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55371,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55038,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55565,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55449,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55448,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55309,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55320,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55327,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55079,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
56304,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
56301,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55591,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55590,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55047,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
55040,689,Connexus Energy,MN,Bundled,Cooperative,0.09997219831474466,0.09208348947013416,0.1297439953597511
40004,690,City of Bardstown - (KY),KY,Bundled,Municipal,0.08368563310000693,0.07317551447278114,0.08468179254696108
40048,690,City of Bardstown - (KY),KY,Bundled,Municipal,0.08368563310000693,0.07317551447278114,0.08468179254696108
55303,691,City of Anoka,MN,Bundled,Municipal,0.09751381215469614,0.08445724548381241,0.125484094522428
55304,691,City of Anoka,MN,Bundled,Municipal,0.09751381215469614,0.08445724548381241,0.125484094522428
55316,691,City of Anoka,MN,Bundled,Municipal,0.09751381215469614,0.08445724548381241,0.125484094522428
55433,691,City of Anoka,MN,Bundled,Municipal,0.09751381215469614,0.08445724548381241,0.125484094522428
55448,691,City of Anoka,MN,Bundled,Municipal,0.09751381215469614,0.08445724548381241,0.125484094522428
55327,691,City of Anoka,MN,Bundled,Municipal,0.09751381215469614,0.08445724548381241,0.125484094522428
92264,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
92086,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
92274,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
92561,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
92539,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
92536,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
92544,694,Anza Electric Coop Inc,CA,Bundled,Cooperative,0.1840955329500221,0,0.17637442419387142
27502,719,Town of Apex- (NC),NC,Bundled,Municipal,0.08955212042161666,0,0.1037878491565484
37888,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37881,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37708,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37709,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37861,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37764,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37811,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37813,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37814,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37890,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37821,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37820,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37725,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37876,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37877,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37871,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
37760,727,Appalachian Electric Coop,TN,Bundled,Cooperative,0.11095944714397224,0.067223475665298,0.11054668327553167
35803,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35747,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35670,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35760,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35754,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35016,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35019,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35031,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35175,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35087,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
35976,750,Arab Electric Coop Inc,AL,Bundled,Cooperative,0.10908707530391096,0.0800266016404345,0.10644962150346111
72845,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72840,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72842,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72905,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72904,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72919,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72821,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72826,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72827,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72824,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72774,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
71953,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72956,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72955,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72952,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72958,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72959,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72944,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72947,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72943,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72948,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72851,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72856,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72855,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72854,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72852,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72903,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72717,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72923,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72921,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72802,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72752,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72753,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72839,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72830,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72833,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72832,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72835,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72834,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72863,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72628,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
71965,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
71961,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72686,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72946,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72941,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72940,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72949,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72865,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72916,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72908,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72837,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72846,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72847,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72841,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72927,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72928,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72926,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72930,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72932,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72933,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72934,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72936,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72937,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72938,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72950,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
72951,817,Arkansas Valley Elec Coop Corp,AR,Bundled,Cooperative,0.09417886061219938,0.05160801481730931,0.10292656577056264
74930,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74902,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74954,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74956,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74959,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74960,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74932,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74937,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74939,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74953,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74948,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74940,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
74947,817,Arkansas Valley Elec Coop Corp,OK,Bundled,Cooperative,0.08193358722522884,0,0.0964049723660582
55307,828,City of Arlington - (MN),MN,Bundled,Municipal,0.09549826856483264,0,0.09582664526484752
55731,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55614,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55615,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55612,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55613,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55606,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55605,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55604,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55607,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
55603,887,"Arrowhead Electric Coop, Inc",MN,Bundled,Cooperative,0.1034021495399366,0,0.14145175989556394
97520,907,City of Ashland - (OR),OR,Bundled,Municipal,0.09193273675957717,0,0.08338275825977741
81612,918,City of Aspen- (CO),CO,Bundled,Municipal,0.09547017695688811,0,0.11137809816223913
81611,918,City of Aspen- (CO),CO,Bundled,Municipal,0.09547017695688811,0,0.11137809816223913
51647,942,Atchison-Holt Electric Coop,IA,Bundled,Cooperative,0.10863851410548449,0.3118811881188119,0.1332659251769464
51640,942,Atchison-Holt Electric Coop,IA,Bundled,Cooperative,0.10863851410548449,0.3118811881188119,0.1332659251769464
51649,942,Atchison-Holt Electric Coop,IA,Bundled,Cooperative,0.10863851410548449,0.3118811881188119,0.1332659251769464
